datetime,tempmax,tempmin,temp,humidity,description
12/28/2023,20.1,11.9,16,74.5,Partly cloudy throughout the day with late afternoon rain.
12/29/2023,18,8.7,13.6,59.2,Partly cloudy throughout the day with rain.
12/30/2023,15.7,9.9,12.7,54.5,Partly cloudy throughout the day with rain.
12/31/2023,22.7,11,16.1,58.8,Partly cloudy throughout the day with afternoon rain.
1/1/2024,31,23,27.1,73.1,Partly cloudy throughout the day.
1/2/2024,30,24,26.8,76.1,Partly cloudy throughout the day.
1/3/2024,28.5,24,25.9,87.4,Cloudy skies throughout the day with morning rain.
1/4/2024,26,23,24.4,89,Partly cloudy throughout the day with rain in the morning and afternoon.
1/5/2024,30.9,23,26.5,75.8,Partly cloudy throughout the day.
1/6/2024,32,24,26.6,83.3,Partly cloudy throughout the day.
1/7/2024,33,24,27.4,77.9,Partly cloudy throughout the day with late afternoon rain.
1/8/2024,31,23.5,27.5,78.7,Partly cloudy throughout the day with early morning rain.
1/9/2024,30,22,25,90.4,Cloudy skies throughout the day with rain.
1/10/2024,32.1,23,26.6,66.7,Partly cloudy throughout the day.
1/11/2024,32.4,23,27,64.9,Partly cloudy throughout the day.
1/12/2024,33,23,26.9,65.1,Becoming cloudy in the afternoon.
1/13/2024,31.9,22,26.5,72.8,Clear conditions throughout the day.
1/14/2024,31,23,26.8,77.6,Clear conditions throughout the day.
1/15/2024,32.8,23,27,75.4,Partly cloudy throughout the day.
1/16/2024,30,23,26.3,76.2,Partly cloudy throughout the day.
1/17/2024,31.9,22,26.2,74.5,Clear conditions throughout the day.
1/18/2024,30,24,26.6,73.6,Partly cloudy throughout the day.
1/19/2024,32,23,26.7,74.5,Clearing in the afternoon.
1/20/2024,31.7,23,26.6,74.9,Partly cloudy throughout the day.
1/21/2024,32,23,26.8,75.6,Clear conditions throughout the day.
1/22/2024,32,23,27,73,Clear conditions throughout the day.
1/23/2024,33.1,24,27.1,67.8,Clear conditions throughout the day.
1/24/2024,30.9,21,25.8,68,Clear conditions throughout the day.
1/25/2024,29,21,25.2,73.4,Clear conditions throughout the day.
1/26/2024,31.9,22,26.4,69.3,Clear conditions throughout the day.
1/27/2024,32,22,26.5,65.7,Clear conditions throughout the day.
1/28/2024,32.8,22,26.7,63.2,Clear conditions throughout the day.
1/29/2024,32.6,22,26.8,68.9,Clear conditions throughout the day.
1/30/2024,32.7,22,26.4,69.8,Clear conditions throughout the day.
1/31/2024,30.6,21,26,73.3,Clear conditions throughout the day.
2/1/2024,31.4,22,26.1,71.3,Clear conditions throughout the day.
2/2/2024,30,22,25.8,69.9,Clear conditions throughout the day.
2/3/2024,31,21,26,68.6,Clear conditions throughout the day.
2/4/2024,31,24,27.2,70.9,Clearing in the afternoon.
2/5/2024,33,23,27.7,74,Clear conditions throughout the day.
2/6/2024,33.1,23,27.9,73.5,Clear conditions throughout the day.
2/7/2024,33,23,27.5,77.9,Clear conditions throughout the day.
2/8/2024,33,24,27.7,78.2,Clear conditions throughout the day.
2/9/2024,32.9,24,27.9,80.5,Partly cloudy throughout the day.
2/10/2024,33.1,24,28.1,80.4,Partly cloudy throughout the day.
2/11/2024,34.5,25,28.4,72.2,Clear conditions throughout the day with early morning rain.
2/12/2024,34.1,23,28,67.6,Clear conditions throughout the day.
2/13/2024,33,22,27.4,67.2,Clear conditions throughout the day.
2/14/2024,33,23,27.7,72.7,Clear conditions throughout the day.
2/15/2024,34.1,24,28.4,73.1,Partly cloudy throughout the day.
2/16/2024,34,24,28.3,66.5,Clear conditions throughout the day.
2/17/2024,34.8,24,28.3,68.5,Clear conditions throughout the day.
2/18/2024,32.5,24,27.9,73.9,Partly cloudy throughout the day.
2/19/2024,33,24,28.1,74.1,Clear conditions throughout the day.
2/20/2024,32,24,27.6,75.4,Partly cloudy throughout the day.
2/21/2024,32.1,24,27.6,69.6,Partly cloudy throughout the day.
2/22/2024,31.6,23,27.1,67.8,Partly cloudy throughout the day.
2/23/2024,31.8,22,26.6,68,Partly cloudy throughout the day.
2/24/2024,31,22,26.6,68.2,Clear conditions throughout the day.
2/25/2024,33,23,27.5,65.3,Clear conditions throughout the day.
2/26/2024,33,24,28.3,67.5,Clear conditions throughout the day.
2/27/2024,33.6,24,28.4,68.2,Clear conditions throughout the day.
2/28/2024,34,25,28.7,73.2,Clearing in the afternoon.
2/29/2024,33.1,24,28.6,76.7,Partly cloudy throughout the day.
3/1/2024,32.9,25,28.3,78.7,Partly cloudy throughout the day.
3/2/2024,33.8,25,28.9,74.1,Partly cloudy throughout the day with early morning rain.
3/3/2024,33.1,26,28.7,70.9,Partly cloudy throughout the day.
3/4/2024,31.7,24.6,27.4,74.1,Partly cloudy throughout the day.
3/5/2024,31.4,24,27.4,74.9,Partly cloudy throughout the day.
3/6/2024,32,24,27.5,68.7,Clear conditions throughout the day.
3/7/2024,32.8,23,27.5,66.3,Clear conditions throughout the day.
3/8/2024,33,24,27.9,71.7,Partly cloudy throughout the day.
3/9/2024,33,24,28.1,74.6,Partly cloudy throughout the day.
3/10/2024,32,25,28.2,75.4,Partly cloudy throughout the day.
3/11/2024,32.5,26,28.5,74.2,Partly cloudy throughout the day.
3/12/2024,33.8,25,28.6,74.5,Partly cloudy throughout the day.
3/13/2024,33,25,28.4,77,Partly cloudy throughout the day.
3/14/2024,33,25,28.4,74.4,Partly cloudy throughout the day.
3/15/2024,32,24,27.5,71.4,Clear conditions throughout the day.
3/16/2024,32.9,24,27.6,68.9,Partly cloudy throughout the day.
3/17/2024,33,24,28,71.6,Partly cloudy throughout the day.
3/18/2024,33,25,28.2,70.9,Partly cloudy throughout the day.
3/19/2024,32.4,25,28,69.5,Clear conditions throughout the day.
3/20/2024,32.1,24,28,75.1,Clear conditions throughout the day.
3/21/2024,33,25,28.7,76.1,Partly cloudy throughout the day.
3/22/2024,33.1,27,28.9,77.9,Partly cloudy throughout the day.
3/23/2024,33,26,29.2,74.6,Partly cloudy throughout the day.
3/24/2024,32.9,25,28.6,73,Partly cloudy throughout the day.
3/25/2024,32.8,25,28.8,71.9,Clear conditions throughout the day.
3/26/2024,32.9,25,28.5,78.3,Partly cloudy throughout the day.
3/27/2024,33,26,29.2,74.6,Partly cloudy throughout the day.
3/28/2024,32,26,28.6,77.4,Partly cloudy throughout the day with early morning rain.
3/29/2024,33,26,29,74.5,Partly cloudy throughout the day with early morning rain.
3/30/2024,33,25,28.8,75.8,Partly cloudy throughout the day.
3/31/2024,32,25,28.7,76.3,Partly cloudy throughout the day.
4/1/2024,34,27,29.8,75.9,Partly cloudy throughout the day with early morning rain.
4/2/2024,34,27,29.7,75.3,Partly cloudy throughout the day with morning rain.
4/3/2024,33.8,26,29.6,76.3,Partly cloudy throughout the day.
4/4/2024,33,26,29.4,74.2,Partly cloudy throughout the day.
4/5/2024,33.1,26,29.5,74.1,Partly cloudy throughout the day.
4/6/2024,34.4,27,30,74.9,Partly cloudy throughout the day.
4/7/2024,34.4,27,30,74.8,Partly cloudy throughout the day.
4/8/2024,34.1,26,29.9,74.5,Partly cloudy throughout the day.
4/9/2024,34.9,26,29.7,74.8,Partly cloudy throughout the day.
4/10/2024,34.1,27,29.9,73.1,Clearing in the afternoon.
4/11/2024,34,26,29.8,72.6,Partly cloudy throughout the day.
4/12/2024,33.2,27,29.6,74.7,Partly cloudy throughout the day.
4/13/2024,33,26,29.4,73.3,Partly cloudy throughout the day.
4/14/2024,33.4,25.5,29.5,71.6,Clearing in the afternoon.
4/15/2024,34.5,27,30.4,72.8,Partly cloudy throughout the day.
4/16/2024,34,27,29.7,73.3,Partly cloudy throughout the day.
4/17/2024,34,26,29.6,73.6,Partly cloudy throughout the day.
4/18/2024,35,26,29.9,73.3,Partly cloudy throughout the day with afternoon rain.
4/19/2024,32.9,27,30,76.6,Partly cloudy throughout the day with early morning rain.
4/20/2024,30.3,23,27,82.3,Partly cloudy throughout the day with a chance of rain throughout the day.
4/21/2024,32.7,25,29,78.1,Partly cloudy throughout the day.
4/22/2024,33.7,27,29.9,75.5,Clearing in the afternoon.
4/23/2024,32.5,26,29.5,77.7,Partly cloudy throughout the day.
4/24/2024,33.6,28,30.4,76.5,Partly cloudy throughout the day.
4/25/2024,34.5,27,30.1,75.1,Partly cloudy throughout the day.
4/26/2024,34.6,27,30,73.8,Partly cloudy throughout the day.
4/27/2024,33.5,26,29.9,76.7,Partly cloudy throughout the day.
4/28/2024,34.7,28,30.5,76.7,Partly cloudy throughout the day.
4/29/2024,34.9,28,30.7,75,Partly cloudy throughout the day.
4/30/2024,33,27,30.1,77.7,Partly cloudy throughout the day.
5/1/2024,33,28,30.2,76.2,Partly cloudy throughout the day with rain clearing later.
5/2/2024,33.5,28,30.3,76.6,Partly cloudy throughout the day.
5/3/2024,33,27,30,70.6,Partly cloudy throughout the day.
5/4/2024,33.4,26,29.5,72,Clearing in the afternoon.
5/5/2024,32.6,25,29.2,71,Partly cloudy throughout the day.
5/6/2024,32.9,27,29.9,71.9,Partly cloudy throughout the day.
5/7/2024,33,28,30.2,75,Partly cloudy throughout the day.
5/8/2024,34.1,27,30.3,69.3,Partly cloudy throughout the day.
5/9/2024,33.6,26,29.8,70.4,Partly cloudy throughout the day.
5/10/2024,33,26,29.9,71.1,Clearing in the afternoon.
5/11/2024,34.1,27.9,30.4,68,Partly cloudy throughout the day.
5/12/2024,33.7,25.6,28.8,71.7,Partly cloudy throughout the day.
5/13/2024,33,23,27.7,76,Partly cloudy throughout the day with early morning rain.
5/14/2024,32.8,26,28.8,75.9,Partly cloudy throughout the day.
5/15/2024,33.4,25,29.2,74.2,Partly cloudy throughout the day with early morning rain.
5/16/2024,33,26,28.9,74.5,Partly cloudy throughout the day with late afternoon rain.
5/17/2024,32.7,25,28.5,76.7,Partly cloudy throughout the day with late afternoon rain.
5/18/2024,31.5,25,28.2,79.4,Partly cloudy throughout the day with morning rain.
5/19/2024,31.5,25,27.8,81.9,Partly cloudy throughout the day with early morning rain.
5/20/2024,29.5,25,26.8,89.8,Partly cloudy throughout the day with rain.
5/21/2024,31.7,25,26.9,91.5,Partly cloudy throughout the day with afternoon rain.
5/22/2024,32,25,27.8,91.3,Partly cloudy throughout the day with rain.
5/23/2024,30.3,26,27.7,90.5,Cloudy skies throughout the day with rain in the morning and afternoon.
5/24/2024,30,24,26.5,91.4,Cloudy skies throughout the day with rain.
5/25/2024,27.9,23,25.3,95.4,Cloudy skies throughout the day with early morning rain.
5/26/2024,31,25,27.6,89.1,Partly cloudy throughout the day with afternoon rain.
5/27/2024,31.5,26,28.9,83.6,Partly cloudy throughout the day.
5/28/2024,31,27,27.9,87.9,Partly cloudy throughout the day with afternoon rain.
5/29/2024,29.9,26,27.3,92.6,Partly cloudy throughout the day with rain clearing later.
5/30/2024,32.1,25,27.7,86.5,Partly cloudy throughout the day with rain.
5/31/2024,32.1,26,28.9,84.6,Partly cloudy throughout the day.
6/1/2024,33.1,28,29.9,80.2,Partly cloudy throughout the day.
6/2/2024,32,26,28.8,84,Partly cloudy throughout the day with rain.
6/3/2024,31.4,24,26.9,88.6,Partly cloudy throughout the day with afternoon rain.
6/4/2024,30.5,24,27.1,85.7,Partly cloudy throughout the day with late afternoon rain.
6/5/2024,31,26,27.6,89.2,Partly cloudy throughout the day with late afternoon rain.
6/6/2024,30.5,25,27.3,90.3,Partly cloudy throughout the day with rain.
6/7/2024,27.4,24,25.8,94.1,Cloudy skies throughout the day with rain.
6/8/2024,27.4,24,24.6,97.6,Partly cloudy throughout the day with rain in the morning and afternoon.
6/9/2024,28,23,24.2,97.6,Cloudy skies throughout the day with a chance of rain throughout the day.
6/10/2024,26.4,23,24.2,97.6,Cloudy skies throughout the day with rain.
6/11/2024,28.7,23,25,94.6,Cloudy skies throughout the day with rain.
6/12/2024,28,23,24.6,94.5,Cloudy skies throughout the day with rain in the morning and afternoon.
6/13/2024,28.5,23,25.7,91.8,Cloudy skies throughout the day with a chance of rain throughout the day.
6/14/2024,30.6,24,27.3,87.1,Partly cloudy throughout the day.
6/15/2024,31.5,25,27.2,85,Partly cloudy throughout the day with late afternoon rain.
6/16/2024,29.4,24,26.6,87,Partly cloudy throughout the day.
6/17/2024,30,25,27.3,86.2,Partly cloudy throughout the day with late afternoon rain.
6/18/2024,29,23,26.3,89,Partly cloudy throughout the day with rain.
6/19/2024,30,24.5,27,88.7,Partly cloudy throughout the day with morning rain.
6/20/2024,27.9,24,25.6,89.9,Cloudy skies throughout the day with rain.
6/21/2024,29.1,22,25.3,90.6,Cloudy skies throughout the day with rain.
6/22/2024,28,23,25.1,91.2,Cloudy skies throughout the day with rain clearing later.
6/23/2024,29,23,25.5,92.7,Partly cloudy throughout the day with rain.
6/24/2024,29.5,23,25.7,91.5,Cloudy skies throughout the day with rain.
6/25/2024,29.6,23,25.1,93.7,Partly cloudy throughout the day with rain.
6/26/2024,28,23,24.7,95.8,Cloudy skies throughout the day with a chance of rain throughout the day.
6/27/2024,27.4,24,24.4,97.6,Cloudy skies throughout the day with a chance of rain throughout the day.
6/28/2024,30,24,26.6,92.5,Partly cloudy throughout the day with a chance of rain throughout the day.
6/29/2024,29.9,24.5,26.4,92.9,Partly cloudy throughout the day with rain.
6/30/2024,28.5,24,25.4,97.1,Cloudy skies throughout the day with a chance of rain throughout the day.
7/1/2024,28,24,25.8,95.5,Cloudy skies throughout the day with rain.
7/2/2024,28.4,24,26.4,93.9,Cloudy skies throughout the day with rain clearing later.
7/3/2024,29.3,24,26.3,93.5,Cloudy skies throughout the day with rain.
7/4/2024,27.5,22,23.9,96.9,Cloudy skies throughout the day with rain.
7/5/2024,28.9,24,25.1,94.4,Cloudy skies throughout the day with rain.
7/6/2024,25.1,22,24,98.7,Cloudy skies throughout the day with rain.
7/7/2024,27.2,23,24.1,96.3,Cloudy skies throughout the day with rain.
7/8/2024,27.2,22,23.6,95.4,Cloudy skies throughout the day with a chance of rain throughout the day.
7/9/2024,28.3,22,24,94.3,Cloudy skies throughout the day with rain.
7/10/2024,28.6,22,25.3,90,Partly cloudy throughout the day with morning rain.
7/11/2024,29,24,26,90.6,Partly cloudy throughout the day with rain.
7/12/2024,27.3,24,25.4,95.2,Cloudy skies throughout the day with rain.
7/13/2024,27.1,23,25,96.9,Cloudy skies throughout the day with a chance of rain throughout the day.
7/14/2024,27,24,25.3,96.3,Cloudy skies throughout the day with rain.
7/15/2024,26.6,24,24.7,96,Cloudy skies throughout the day with a chance of rain throughout the day.
7/16/2024,27.1,24,25.4,96,Cloudy skies throughout the day with a chance of rain throughout the day.
7/17/2024,27.9,24,25.8,95.3,Cloudy skies throughout the day with a chance of rain throughout the day.
7/18/2024,25.7,23,24.4,97.7,Cloudy skies throughout the day with a chance of rain throughout the day.
7/19/2024,25,23,24.1,98,Cloudy skies throughout the day with rain.
7/20/2024,28.4,23,26.2,92.4,Cloudy skies throughout the day with afternoon rain.
7/21/2024,27,24,25.3,96.1,Cloudy skies throughout the day with a chance of rain throughout the day.
7/22/2024,29.1,24,25.7,93.1,Partly cloudy throughout the day with afternoon rain.
7/23/2024,27.5,23,25,95.4,Cloudy skies throughout the day with a chance of rain throughout the day.
7/24/2024,28.4,23,25.7,94.1,Cloudy skies throughout the day with rain.
7/25/2024,28,24,25.7,94.8,Cloudy skies throughout the day with a chance of rain throughout the day.
7/26/2024,28.3,23,25.7,95.9,Cloudy skies throughout the day with a chance of rain throughout the day.
7/27/2024,29.1,24,26.4,91.7,Cloudy skies throughout the day with rain.
7/28/2024,29,26,27.5,87.8,Partly cloudy throughout the day with morning rain.
7/29/2024,29,24,26.8,90.8,Cloudy skies throughout the day with rain.
7/30/2024,26.5,23,24.9,96.8,Cloudy skies throughout the day with a chance of rain throughout the day.
7/31/2024,27.1,23,24.6,96.9,Cloudy skies throughout the day with a chance of rain throughout the day.
8/1/2024,26.2,23,24.4,97.1,Cloudy skies throughout the day with a chance of rain throughout the day.
8/2/2024,27,23,24.5,96,Cloudy skies throughout the day with rain clearing later.
8/3/2024,26.4,23,24.1,95.6,Cloudy skies throughout the day with a chance of rain throughout the day.
8/4/2024,27.7,23,24.3,96,Cloudy skies throughout the day with a chance of rain throughout the day.
8/5/2024,29.3,23,25.7,90.2,Partly cloudy throughout the day with rain.
8/6/2024,26.8,24,24.3,97,Cloudy skies throughout the day with a chance of rain throughout the day.
8/7/2024,27,24,25.2,92.4,Cloudy skies throughout the day with rain clearing later.
8/8/2024,26.7,23,24.5,94.4,Cloudy skies throughout the day with rain.
8/9/2024,29,23,25.5,90.3,Partly cloudy throughout the day with rain clearing later.
8/10/2024,29.4,23,26.3,87.6,Partly cloudy throughout the day with early morning rain.
8/11/2024,29.3,24,26.7,87,Partly cloudy throughout the day with rain clearing later.
8/12/2024,30,25,27.3,85.3,Partly cloudy throughout the day with afternoon rain.
8/13/2024,31.1,26,27.9,83.3,Partly cloudy throughout the day with late afternoon rain.
8/14/2024,31.5,26,27.8,87.3,Partly cloudy throughout the day with rain.
8/15/2024,29,25,26.5,91.6,Cloudy skies throughout the day with early morning rain.
8/16/2024,29,26,27,91.6,Cloudy skies throughout the day with afternoon rain.
8/17/2024,30.7,25,26.1,91,Cloudy skies throughout the day with late afternoon rain.
8/18/2024,29.5,24,26.3,90.2,Cloudy skies throughout the day with afternoon rain.
8/19/2024,30,25,26.9,89,Partly cloudy throughout the day with late afternoon rain.
8/20/2024,30,25,27,88,Partly cloudy throughout the day with late afternoon rain.
8/21/2024,30,25,26.9,88.9,Partly cloudy throughout the day with late afternoon rain.
8/22/2024,28.5,24,25.9,90.6,Partly cloudy throughout the day with rain clearing later.
8/23/2024,29.7,24,26.5,87.4,Partly cloudy throughout the day with late afternoon rain.
8/24/2024,29,24,25.8,91.8,Partly cloudy throughout the day with rain.
8/25/2024,28.4,24,26.1,91.1,Cloudy skies throughout the day with rain.
8/26/2024,27.9,24,25.8,91.2,Partly cloudy throughout the day with rain.
8/27/2024,29,23,25.9,91.6,Partly cloudy throughout the day with rain.
8/28/2024,28,24,25.6,92.8,Partly cloudy throughout the day with rain.
8/29/2024,28,23,25.2,95,Cloudy skies throughout the day with a chance of rain throughout the day.
8/30/2024,29,24,26,93.4,Partly cloudy throughout the day with afternoon rain.
8/31/2024,27,24,25.1,91.3,Cloudy skies throughout the day with a chance of rain throughout the day.
9/1/2024,28,23,25.7,88.4,Cloudy skies throughout the day with rain clearing later.
9/2/2024,28,25,26.3,88.8,Cloudy skies throughout the day with a chance of rain throughout the day.
9/3/2024,28.8,24,26.4,86.1,Partly cloudy throughout the day with rain.
9/4/2024,29,25,26.7,85.4,Partly cloudy throughout the day with rain.
9/5/2024,28.4,25,26.4,87.6,Partly cloudy throughout the day with rain.
9/6/2024,28.1,24,25.9,87.6,Partly cloudy throughout the day with rain.
9/7/2024,28,25,26.2,87.7,Partly cloudy throughout the day with rain.
9/8/2024,28,24,25.7,90.4,Partly cloudy throughout the day with rain.
9/9/2024,28.1,24,25.5,91.1,Cloudy skies throughout the day with rain.
9/10/2024,29.7,24,26.3,86.9,Partly cloudy throughout the day with rain clearing later.
9/11/2024,29.1,24,25.8,88,Partly cloudy throughout the day with rain.
9/12/2024,30.1,23,25.6,87.3,Partly cloudy throughout the day with rain.
9/13/2024,30.1,23,25.8,84.3,Partly cloudy throughout the day with late afternoon rain.
9/14/2024,29,23,25.8,82.4,Partly cloudy throughout the day with rain.
9/15/2024,30,24,26.7,79.8,Partly cloudy throughout the day.
9/16/2024,30.4,24,26.5,81.7,Partly cloudy throughout the day with rain.
9/17/2024,29.6,23,26.4,81.4,Partly cloudy throughout the day with early morning rain.
9/18/2024,30.5,23,26.5,78.4,Partly cloudy throughout the day.
9/19/2024,30.4,24.5,27,77.5,Partly cloudy throughout the day.
9/20/2024,31,23,26.6,75.7,Partly cloudy throughout the day with late afternoon rain.
9/21/2024,29.5,24,26.1,82,Partly cloudy throughout the day with early morning rain.
9/22/2024,29.1,23,26.4,80.7,Partly cloudy throughout the day with rain.
9/23/2024,28.1,23,25,89.4,Cloudy skies throughout the day with rain.
9/24/2024,26,24,24.6,93.3,Cloudy skies throughout the day with rain.
9/25/2024,27.4,24,25.2,90.8,Cloudy skies throughout the day with rain.
9/26/2024,29.1,24,25.6,89.1,Partly cloudy throughout the day with rain in the morning and afternoon.
9/27/2024,29,23,25.3,88,Partly cloudy throughout the day with rain clearing later.
9/28/2024,31,23,26.7,79.8,Partly cloudy throughout the day.
9/29/2024,31.1,25,27.1,79.4,Partly cloudy throughout the day with early morning rain.
9/30/2024,31,24,27.1,84.8,Partly cloudy throughout the day with rain.
10/1/2024,31.1,24,26.8,84.8,Partly cloudy throughout the day with late afternoon rain.
10/2/2024,32,24,27.6,80.4,Partly cloudy throughout the day.
10/3/2024,31,26,27.9,81.4,Partly cloudy throughout the day.
10/4/2024,31.8,25,27.7,82,Partly cloudy throughout the day.
10/5/2024,31,25,26.8,85.2,Partly cloudy throughout the day.
10/6/2024,30,23.5,26.1,84.5,Partly cloudy throughout the day with rain.
10/7/2024,31,23,26.2,83.3,Partly cloudy throughout the day with afternoon rain.
10/8/2024,30.3,24,26.7,80.9,Partly cloudy throughout the day.
10/9/2024,30.5,24,26.6,81.8,Partly cloudy throughout the day with early morning rain.
10/10/2024,29,24,25.5,85.3,Partly cloudy throughout the day with afternoon rain.
10/11/2024,29.4,23,26.1,83.2,Partly cloudy throughout the day.
10/12/2024,27,24,24.8,90.8,Partly cloudy throughout the day with a chance of rain throughout the day.
10/13/2024,30,23,25.9,84,Partly cloudy throughout the day with a chance of rain throughout the day.
10/14/2024,30,24,26.1,87.1,Partly cloudy throughout the day with a chance of rain throughout the day.
10/15/2024,27,24,24.6,93,Cloudy skies throughout the day with a chance of rain throughout the day.
10/16/2024,29,23,24,90.5,Partly cloudy throughout the day with rain.
